100,64.5,0.0,273.5
200,64.5,0.0,297.5
300,64.5,0.0,305.5
400,64.5,-19.5,130.5
500,64.5,-19.5,365.5
600,64.5,-19.5,357.5
700,64.5,-19.5,439.5
800,64.5,-19.5,257.5
900,64.5,-19.5,317.5
1000,64.5,-19.5,217.5
1100,64.5,-19.5,257.5
1200,64.5,-19.5,297.5
1300,64.5,-19.5,257.5
100,64.5,-30.0,-380.5
200,64.5,-30.0,-147.5
300,64.5,-30.0,-472.5
400,64.5,-30.0,-217.5
432,64.5,-30.0,170.5
433,64.5,-30.0,266.0
500,64.5,-30.0,408.5
600,64.5,-30.0,217.5
700,64.5,-30.0,253.5
800,64.5,-30.0,217.5
900,64.5,-30.0,-317.5
1000,64.5,-34.0,-357.5
1100,64.5,-34.0,-32.5
1200,64.5,-34.0,-12.5
1300,64.5,-34.0,-58.5
1400,64.5,-50.0,-720.5
1500,64.5,-50.0,-186.5
1600,64.5,-50.0,317.5
1700,69.5,-50.0,22.5
1800,69.5,-50.0,162.5
1900,69.5,-50.0,253.5
2000,69.5,-50.0,172.5
2100,69.5,-50.0,-107.5
2200,69.5,-50.0,263.5
2300,69.5,-50.0,259.5
2400,69.5,-50.0,-352.5
2500,69.5,-50.0,-272.5
2600,69.5,-50.0,47.5
2700,69.5,-50.0,-432.5
2800,69.5,-50.0,-244.5
2900,69.5,-50.0,-92.5
3000,69.5,-50.0,-20.5
3100,69.5,-50.0,247.5
3200,69.5,-50.0,-42.5
3300,69.5,-50.0,113.5
3400,69.5,-50.0,257.5
3459,69.5,-50.0,965.5
3498,69.5,-50.0,386.0
3500,69.5,-50.0,441.5
3600,69.5,-50.0,207.5
3700,69.5,-50.0,107.5
3800,69.5,-50.0,-492.5
3900,69.5,-50.0,171.5
4000,69.5,-50.0,75.5
4100,69.5,-50.0,-278.5
4200,69.5,-50.0,-492.5
4300,69.5,-50.0,-392.5
4400,69.5,-50.0,107.5
4500,69.5,-50.0,258.5
4600,69.5,-50.0,-7.5
4700,69.5,-50.0,355.5
4800,69.5,-50.0,-188.5
4900,69.5,-50.0,-332.5
5000,69.5,-50.0,-92.5
5100,69.5,-50.0,307.5
5200,69.5,-50.0,257.5
5300,69.5,-50.0,107.5
5400,69.5,-50.0,57.5
5496,69.5,-50.0,233.5
